EI,WI,EC,WC,EA,WA,AM,LC,MC,ND,PfW,SE,E,A,C,N,O,Test-1,Test-2,Test-3,BXI,CXI,TXI,Composite,Final Label
9.0,8.0,9.0,9.0,6.0,5.0,1.0,-0.25,3.75,4.0,4.0,3.75,22.0,19.0,20.0,13.0,24.0,44,48,46,136,134,106.0,41.74447556800498,1
9.0,8.0,9.0,9.0,6.0,5.0,0.67,0.25,3.5,3.0,3.67,4.0,21.0,22.0,21.0,14.0,26.0,44,46,46,134,134,105.0,40.22331154684096,1
7.0,9.0,9.0,9.0,7.0,4.0,0.67,-0.25,4.0,4.0,3.67,4.0,20.0,24.0,23.0,9.0,26.0,46,50,46,142,138,109.0,48.26875194522253,1
8.0,9.0,9.0,9.0,6.0,5.0,0.67,0.0,4.25,3.5,4.0,3.75,20.0,23.0,22.0,10.0,26.0,44,48,46,136,134,106.0,41.74447556800498,1
9.0,9.0,8.0,9.0,5.0,4.0,1.0,-0.25,3.75,3.5,3.33,4.0,20.0,19.0,21.0,11.0,25.0,44,46,46,134,134,105.0,40.22331154684096,1
5.0,5.0,9.0,9.0,5.0,2.0,0.33,0.0,3.5,3.0,3.67,3.75,21.0,24.0,20.0,12.0,21.0,44,44,46,132,134,105.0,39.29738562091504,0
5.0,0.0,5.0,9.0,0.0,0.0,1.0,0.0,1.75,1.5,1.33,1.25,20.0,20.0,20.0,20.0,21.0,42,36,46,120,130,100.0,28.80485527544351,0
4.0,0.0,5.0,9.0,1.0,1.0,0.67,0.0,1.0,1.5,1.0,1.0,20.0,20.0,20.0,20.0,20.0,42,36,46,120,130,100.0,28.80485527544351,0
4.0,0.0,5.0,9.0,0.0,1.0,0.0,-0.25,1.0,1.5,1.33,1.5,20.0,22.0,16.0,22.0,21.0,42,36,46,120,130,100.0,28.80485527544351,0
4.0,1.0,5.0,7.0,0.0,0.0,0.33,-0.75,0.75,1.0,0.67,0.25,20.0,20.0,21.0,21.0,19.0,46,36,46,128,138,108.0,41.192032368502964,1
3.0,0.0,2.0,3.0,2.0,0.0,0.0,0.25,0.0,0.0,-0.67,-0.25,20.0,18.0,19.0,25.0,16.0,42,36,46,120,130,100.0,28.80485527544351,0
0.0,0.0,0.0,0.0,2.0,4.0,-1.0,0.0,-2.75,-2.0,-3.0,-3.25,19.0,16.0,16.0,32.0,12.0,40,36,44,116,124,96.0,21.630874572051045,0
2.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,20.0,18.0,18.0,27.0,15.0,40,36,44,116,124,96.0,21.630874572051045,0
0.0,0.0,0.0,1.0,2.0,4.0,-0.67,-0.25,-2.25,-2.5,-1.67,-2.0,20.0,16.0,16.0,29.0,13.0,40,36,44,116,124,96.0,21.630874572051045,0
1.0,0.0,0.0,2.0,2.0,2.0,-0.33,-0.25,-1.0,-1.0,-1.67,-2.25,17.0,16.0,17.0,31.0,13.0,38,36,44,112,120,92.0,15.437286025521319,0
3.0,0.0,1.0,6.0,1.0,0.0,-0.33,0.0,-0.5,-0.5,0.0,-0.75,21.0,18.0,18.0,22.0,20.0,42,36,46,120,130,100.0,28.80485527544351,0
1.0,0.0,0.0,1.0,2.0,4.0,-0.67,0.0,-0.75,-1.5,-2.0,-1.75,21.0,17.0,15.0,30.0,14.0,40,36,44,116,124,96.0,21.630874572051045,0
3.0,0.0,5.0,9.0,0.0,0.0,0.67,0.5,1.5,1.0,1.67,1.5,20.0,20.0,20.0,20.0,20.0,42,36,46,120,130,100.0,28.80485527544351,0
4.0,0.0,4.0,9.0,0.0,0.0,0.33,0.0,1.0,1.0,1.0,1.5,20.0,20.0,20.0,21.0,20.0,42,36,46,120,130,100.0,28.80485527544351,0
4.0,0.0,5.0,9.0,1.0,0.0,0.33,0.0,1.0,1.0,0.67,0.75,20.0,20.0,21.0,21.0,20.0,42,36,46,120,130,100.0,28.80485527544351,0
1.0,0.0,1.0,2.0,2.0,2.0,-0.33,0.25,-1.0,-2.0,-1.67,-1.25,20.0,19.0,13.0,29.0,15.0,38,36,44,112,120,92.0,15.437286025521319,0
0.0,0.0,1.0,0.0,2.0,4.0,-0.67,0.5,-1.75,-2.0,-2.0,-2.0,20.0,18.0,19.0,31.0,18.0,40,36,44,116,124,96.0,21.630874572051045,0
0.0,0.0,0.0,0.0,2.0,4.0,-0.33,0.5,-1.0,-1.5,-1.0,-2.0,23.0,13.0,17.0,31.0,12.0,40,36,44,116,124,96.0,21.630874572051045,0
1.0,0.0,1.0,3.0,2.0,0.0,-0.33,0.0,-1.0,-1.5,-1.0,-0.75,21.0,15.0,18.0,26.0,13.0,38,36,44,112,120,92.0,15.437286025521319,0
2.0,0.0,0.0,3.0,2.0,0.0,-0.33,0.25,-1.0,-1.0,-1.33,-0.75,19.0,16.0,14.0,25.0,14.0,40,36,46,116,126,96.0,22.61126672891379,0
6.0,2.0,7.0,9.0,3.0,1.0,0.33,0.5,2.25,2.0,1.0,2.25,22.0,19.0,20.0,15.0,21.0,46,36,46,128,138,108.0,41.192032368502964,1
5.0,0.0,6.0,9.0,0.0,0.0,0.67,-0.25,1.75,1.0,2.0,2.0,20.0,20.0,19.0,18.0,23.0,42,36,46,120,130,100.0,28.80485527544351,0
4.0,0.0,5.0,9.0,2.0,0.0,0.33,0.25,0.5,1.5,2.0,1.0,20.0,21.0,20.0,20.0,18.0,42,36,46,120,130,100.0,28.80485527544351,0
4.0,1.0,6.0,9.0,4.0,1.0,0.33,-0.25,1.25,0.5,1.67,0.75,23.0,24.0,23.0,24.0,21.0,46,36,46,128,138,108.0,41.192032368502964,1
2.0,0.0,3.0,4.0,1.0,0.0,-1.0,0.25,0.0,-1.0,0.0,0.0,21.0,19.0,17.0,25.0,16.0,44,36,46,124,134,104.0,34.99844382197324,0
2.0,0.0,1.0,4.0,2.0,0.0,0.67,0.25,0.5,0.0,-0.67,-0.25,19.0,22.0,21.0,24.0,16.0,42,36,46,120,130,100.0,28.80485527544351,0
5.0,0.0,6.0,8.0,2.0,0.0,0.67,-0.25,0.5,1.5,2.0,1.75,20.0,20.0,22.0,18.0,21.0,42,36,46,120,130,100.0,28.80485527544351,0
4.0,0.0,4.0,6.0,3.0,2.0,-1.0,0.25,-0.5,0.5,1.33,0.0,23.0,20.0,18.0,20.0,19.0,46,36,46,128,138,108.0,41.192032368502964,1
2.0,0.0,1.0,2.0,2.0,0.0,-0.33,-0.25,-0.75,0.0,-1.0,-1.0,16.0,19.0,19.0,27.0,15.0,40,36,44,116,124,96.0,21.630874572051045,0
0.0,0.0,0.0,1.0,2.0,3.0,-0.67,0.5,-3.5,-2.5,-2.67,-3.25,19.0,18.0,16.0,31.0,13.0,36,36,44,108,116,88.0,9.243697478991598,0
0.0,0.0,0.0,1.0,2.0,4.0,-1.33,0.0,-4.0,-4.5,-4.67,-3.25,19.0,14.0,16.0,32.0,13.0,40,36,44,116,124,96.0,21.630874572051045,0
0.0,0.0,0.0,0.0,2.0,4.0,-0.33,-1.0,-4.25,-4.0,-4.0,-3.75,20.0,16.0,16.0,31.0,12.0,40,36,44,116,124,96.0,21.630874572051045,0
0.0,0.0,0.0,0.0,2.0,4.0,-1.33,0.0,-4.5,-5.0,-3.67,-4.25,20.0,18.0,16.0,32.0,13.0,40,36,44,116,124,96.0,21.630874572051045,0
2.0,1.0,3.0,6.0,1.0,3.0,2.0,-0.5,0.25,-1.0,1.67,0.0,23.0,17.0,20.0,21.0,26.0,44,36,46,124,134,104.0,34.99844382197324,0
1.0,0.0,1.0,6.0,2.0,2.0,0.0,1.0,-0.25,-0.5,0.33,-1.25,22.0,16.0,17.0,26.0,18.0,40,36,44,116,124,96.0,21.630874572051045,0
0.0,0.0,0.0,0.0,2.0,4.0,-0.33,-0.25,-4.75,-3.0,-5.0,-4.75,18.0,16.0,16.0,32.0,12.0,40,36,44,116,124,96.0,21.630874572051045,0
0.0,0.0,0.0,0.0,2.0,4.0,-1.0,0.75,-3.25,-3.0,-3.0,-3.5,20.0,16.0,16.0,32.0,12.0,40,36,44,116,124,96.0,21.630874572051045,0
3.0,1.0,2.0,2.0,1.0,1.0,0.0,-0.75,-0.75,-1.5,-0.67,0.0,25.0,18.0,14.0,23.0,18.0,42,36,46,120,130,100.0,28.80485527544351,0
4.0,4.0,6.0,7.0,1.0,3.0,0.0,0.25,2.25,0.5,2.0,1.25,21.0,19.0,20.0,14.0,24.0,48,36,46,132,142,112.0,47.38562091503268,1
0.0,0.0,1.0,0.0,2.0,3.0,0.0,1.25,-1.75,-3.0,-1.67,-0.5,21.0,17.0,15.0,29.0,13.0,36,36,44,108,116,88.0,9.243697478991598,0
0.0,0.0,0.0,0.0,2.0,4.0,0.33,0.5,-2.5,-3.0,-3.33,-3.25,20.0,16.0,15.0,31.0,12.0,40,36,44,116,124,96.0,21.630874572051045,0
0.0,0.0,0.0,4.0,2.0,3.0,-2.0,0.0,-1.0,-2.5,-3.0,-0.5,22.0,22.0,18.0,32.0,17.0,40,36,44,116,124,96.0,21.630874572051045,0
0.0,0.0,0.0,0.0,2.0,4.0,-0.67,0.75,-2.75,-3.0,-0.67,-2.0,20.0,16.0,16.0,32.0,12.0,40,36,44,116,124,96.0,21.630874572051045,0
0.0,0.0,0.0,0.0,2.0,4.0,-1.33,0.0,-2.75,-3.0,-2.33,-2.75,19.0,17.0,17.0,30.0,12.0,40,36,44,116,124,96.0,21.630874572051045,0
0.0,0.0,1.0,0.0,2.0,4.0,-0.67,0.0,-3.0,-3.5,-2.33,-2.5,20.0,16.0,16.0,32.0,12.0,40,36,44,116,124,96.0,21.630874572051045,0
1.0,0.0,0.0,1.0,2.0,1.0,0.67,0.0,-1.25,-2.0,-1.0,-2.25,19.0,16.0,19.0,29.0,16.0,36,36,44,108,116,88.0,9.243697478991598,0
1.0,0.0,1.0,2.0,2.0,2.0,-0.67,-0.5,-1.5,-2.0,-2.33,-1.75,22.0,18.0,18.0,31.0,16.0,38,36,44,112,120,92.0,15.437286025521319,0
5.0,3.0,5.0,9.0,4.0,2.0,0.0,0.0,2.25,1.5,1.33,1.75,21.0,22.0,23.0,17.0,23.0,48,36,46,132,142,112.0,47.38562091503268,1
6.0,3.0,5.0,9.0,0.0,3.0,0.33,0.25,1.25,1.5,1.0,1.25,20.0,22.0,17.0,20.0,24.0,46,36,46,128,138,108.0,41.192032368502964,1
4.0,0.0,5.0,8.0,0.0,0.0,-0.33,0.25,0.5,0.5,1.0,0.5,20.0,20.0,19.0,20.0,21.0,42,36,46,120,130,100.0,28.80485527544351,0
2.0,0.0,5.0,9.0,1.0,0.0,0.0,0.25,1.0,0.5,1.0,1.0,19.0,20.0,19.0,20.0,19.0,42,36,46,120,130,100.0,28.80485527544351,0
4.0,2.0,6.0,9.0,0.0,0.0,0.67,0.0,1.5,2.0,1.33,1.75,20.0,20.0,20.0,19.0,20.0,44,36,46,124,134,104.0,34.99844382197324,0
4.0,1.0,5.0,9.0,0.0,0.0,0.33,0.0,1.25,1.5,2.33,1.5,21.0,20.0,22.0,21.0,20.0,42,36,46,120,130,100.0,28.80485527544351,0
5.0,0.0,5.0,9.0,1.0,0.0,0.67,0.5,1.75,1.0,1.67,1.0,19.0,19.0,19.0,19.0,18.0,42,36,46,120,130,100.0,28.80485527544351,0
4.0,0.0,5.0,9.0,0.0,0.0,0.33,0.0,0.75,0.5,1.33,0.5,20.0,19.0,17.0,21.0,19.0,42,36,46,120,130,100.0,28.80485527544351,0
9.0,9.0,9.0,9.0,7.0,5.0,1.0,2.25,4.75,5.0,5.0,5.0,19.0,27.0,24.0,10.0,32.0,42,52,44,136,128,100.0,35.23187052598817,0
9.0,9.0,9.0,9.0,7.0,5.0,1.67,0.0,5.0,5.0,4.67,5.0,20.0,24.0,24.0,8.0,28.0,42,52,46,136,130,102.0,37.40273887332711,0
9.0,9.0,9.0,9.0,7.0,5.0,1.67,0.0,5.0,5.0,5.0,5.0,20.0,24.0,24.0,8.0,28.0,42,52,46,136,130,102.0,37.40273887332711,0
4.0,0.0,5.0,9.0,0.0,0.0,0.33,0.0,1.0,1.0,1.0,0.75,20.0,20.0,21.0,20.0,20.0,42,36,46,120,130,100.0,28.80485527544351,0
6.0,4.0,7.0,8.0,4.0,1.0,1.0,0.0,1.25,1.5,1.67,1.5,18.0,21.0,23.0,19.0,20.0,50,36,46,136,146,116.0,53.57920946156241,1
4.0,3.0,5.0,9.0,2.0,0.0,0.33,-0.25,1.5,0.5,2.0,1.25,22.0,20.0,20.0,16.0,19.0,44,36,46,124,134,104.0,34.99844382197324,0
6.0,2.0,8.0,9.0,0.0,1.0,0.33,-0.5,1.5,2.0,1.33,1.75,20.0,18.0,21.0,18.0,22.0,42,36,46,120,130,100.0,28.80485527544351,0
2.0,0.0,5.0,7.0,0.0,0.0,0.33,0.25,0.25,1.0,0.67,0.5,21.0,20.0,19.0,23.0,18.0,46,36,46,128,138,108.0,41.192032368502964,1
9.0,7.0,9.0,9.0,7.0,5.0,1.33,-0.25,5.0,4.5,4.33,4.5,21.0,24.0,24.0,8.0,28.0,46,52,46,144,138,110.0,49.78991596638656,1
9.0,9.0,9.0,9.0,7.0,5.0,1.33,0.0,4.0,4.0,4.33,4.0,20.0,25.0,24.0,8.0,29.0,42,52,46,136,130,102.0,37.40273887332711,0
9.0,9.0,9.0,9.0,7.0,5.0,1.67,0.0,5.0,5.0,5.0,5.0,20.0,24.0,24.0,8.0,28.0,42,52,46,136,130,102.0,37.40273887332711,0
9.0,9.0,9.0,9.0,7.0,5.0,1.67,0.0,5.0,5.0,5.0,5.0,20.0,24.0,24.0,8.0,28.0,42,52,46,136,130,102.0,37.40273887332711,0
2.0,0.0,1.0,3.0,2.0,1.0,-0.33,0.0,-1.0,-1.0,-1.0,-1.0,20.0,18.0,17.0,27.0,13.0,40,36,44,116,124,96.0,21.630874572051045,0
4.0,0.0,5.0,9.0,0.0,0.0,0.33,0.0,1.0,1.0,1.0,0.75,20.0,18.0,21.0,20.0,20.0,42,36,46,120,130,100.0,28.80485527544351,0
8.0,7.0,9.0,9.0,7.0,4.0,2.33,-0.5,3.75,3.0,3.67,4.0,19.0,22.0,24.0,11.0,22.0,46,46,46,138,138,109.0,46.416900093370685,1
4.0,0.0,6.0,5.0,1.0,1.0,0.0,-0.75,1.5,1.5,0.33,1.25,18.0,22.0,19.0,22.0,18.0,46,36,46,128,138,108.0,41.192032368502964,1
8.0,7.0,9.0,9.0,7.0,4.0,1.0,0.25,3.0,3.0,4.0,2.25,22.0,23.0,20.0,12.0,26.0,46,44,46,136,138,110.0,46.08621226268286,1
8.0,8.0,9.0,9.0,5.0,4.0,1.0,-0.5,4.5,5.0,3.0,3.5,21.0,21.0,23.0,13.0,28.0,44,48,46,136,134,105.0,41.14923747276689,1
9.0,9.0,9.0,9.0,7.0,5.0,1.33,0.0,5.0,5.0,5.0,4.75,20.0,24.0,24.0,8.0,28.0,42,52,46,136,130,102.0,37.40273887332711,0
7.0,5.0,9.0,9.0,3.0,5.0,1.33,0.5,2.75,1.0,1.67,3.75,19.0,20.0,19.0,17.0,23.0,46,40,46,132,138,108.0,43.04388422035481,1
9.0,9.0,9.0,9.0,7.0,5.0,2.0,0.0,5.0,5.0,5.0,5.0,20.0,24.0,24.0,8.0,28.0,42,52,46,136,130,102.0,37.40273887332711,0
6.0,3.0,6.0,6.0,2.0,2.0,1.33,0.75,0.5,0.5,-1.33,-1.25,15.0,18.0,25.0,17.0,19.0,50,36,46,136,146,116.0,53.57920946156241,1
4.0,6.0,8.0,8.0,6.0,4.0,2.33,-1.25,4.25,5.0,4.67,2.75,23.0,17.0,25.0,9.0,24.0,50,50,46,150,146,118.0,61.251167133520084,1
7.0,8.0,9.0,9.0,6.0,4.0,1.67,0.0,4.25,4.0,4.0,4.25,20.0,23.0,24.0,12.0,23.0,48,52,46,148,142,114.0,55.98350451291628,1
9.0,9.0,9.0,9.0,7.0,5.0,1.33,0.0,4.25,4.5,5.0,4.5,20.0,24.0,24.0,8.0,28.0,42,52,46,136,130,102.0,37.40273887332711,0
9.0,9.0,9.0,9.0,7.0,5.0,1.67,0.0,4.75,5.0,5.0,5.0,20.0,24.0,24.0,8.0,28.0,42,52,46,136,130,102.0,37.40273887332711,0
9.0,9.0,9.0,9.0,7.0,5.0,1.0,0.25,5.0,5.0,5.0,4.75,20.0,24.0,24.0,8.0,28.0,42,52,46,136,130,102.0,37.40273887332711,0
9.0,9.0,9.0,9.0,7.0,5.0,2.0,0.0,4.75,4.5,4.33,4.75,20.0,24.0,24.0,8.0,28.0,42,52,46,136,130,102.0,37.40273887332711,0
9.0,9.0,9.0,9.0,7.0,5.0,1.33,-0.25,4.25,5.0,4.33,4.25,20.0,24.0,24.0,8.0,28.0,42,52,46,136,130,102.0,37.40273887332711,0
5.0,4.0,5.0,5.0,4.0,3.0,-0.67,-2.0,3.5,4.5,-0.33,0.5,25.0,22.0,18.0,12.0,19.0,52,42,46,146,150,120.0,62.55057578586991,1
9.0,9.0,9.0,9.0,7.0,5.0,2.0,0.0,5.0,4.5,5.0,4.5,20.0,24.0,24.0,8.0,28.0,42,52,46,136,130,102.0,37.40273887332711,0
9.0,9.0,9.0,9.0,7.0,5.0,1.0,0.0,4.5,4.5,4.67,4.5,21.0,24.0,24.0,8.0,29.0,42,52,46,136,130,102.0,37.40273887332711,0
9.0,9.0,9.0,9.0,7.0,5.0,1.67,-0.25,4.75,5.0,5.0,4.75,20.0,24.0,24.0,8.0,28.0,42,52,46,136,130,102.0,37.40273887332711,0
9.0,9.0,9.0,9.0,7.0,5.0,1.67,0.0,5.0,5.0,4.67,5.0,20.0,24.0,24.0,8.0,28.0,42,52,46,136,130,102.0,37.40273887332711,0
3.0,4.0,6.0,6.0,4.0,5.0,-3.67,1.25,3.5,-1.0,-2.33,3.5,23.0,21.0,20.0,20.0,18.0,56,40,46,152,158,128.0,74.01182695300344,1
9.0,9.0,9.0,9.0,7.0,5.0,1.33,0.25,4.25,4.5,4.33,5.0,21.0,22.0,26.0,9.0,27.0,42,52,48,136,132,102.0,38.38313103018985,0
4.0,5.0,2.0,5.0,7.0,1.0,1.0,-0.5,1.25,4.5,1.67,-0.75,20.0,25.0,23.0,17.0,23.0,48,40,46,136,142,112.0,49.23747276688454,1
5.0,5.0,5.0,7.0,5.0,1.0,1.67,1.25,2.25,-1.0,3.67,2.5,15.0,24.0,20.0,13.0,19.0,52,38,46,142,150,121.0,61.29396202925616,1
9.0,9.0,9.0,9.0,7.0,5.0,1.0,-0.5,4.25,4.0,3.33,4.0,20.0,22.0,24.0,9.0,26.0,42,50,46,134,130,101.0,35.88157485216309,0
4.0,4.0,5.0,7.0,5.0,3.0,-0.33,1.5,1.25,3.0,0.0,-0.75,27.0,20.0,18.0,18.0,28.0,52,38,44,142,148,120.0,59.718331777155306,1
9.0,9.0,9.0,9.0,7.0,5.0,1.67,0.0,5.0,5.0,5.0,5.0,20.0,24.0,24.0,8.0,28.0,42,52,46,136,130,102.0,37.40273887332711,0
9.0,9.0,9.0,9.0,7.0,5.0,1.67,0.0,5.0,5.0,5.0,5.0,20.0,24.0,24.0,8.0,28.0,42,52,46,136,130,102.0,37.40273887332711,0
4.0,5.0,4.0,6.0,3.0,2.0,1.0,0.75,-0.25,-1.0,2.67,2.0,27.0,37.0,16.0,21.0,28.0,48,38,42,134,138,113.0,46.94600062247121,1
9.0,9.0,9.0,9.0,6.0,5.0,1.33,0.0,4.5,4.5,4.33,4.25,20.0,25.0,24.0,8.0,28.0,44,52,46,140,134,106.0,43.596327419856834,1
7.0,4.0,7.0,8.0,5.0,5.0,1.0,0.75,2.0,4.0,4.67,2.75,21.0,18.0,30.0,13.0,26.0,54,46,48,154,156,126.0,72.7668845315904,1
9.0,8.0,9.0,9.0,6.0,5.0,1.67,-0.25,4.5,5.0,5.0,4.75,20.0,25.0,23.0,9.0,26.0,44,52,46,140,134,106.0,43.596327419856834,1
4.0,6.0,7.0,6.0,3.0,2.0,1.67,1.25,2.75,1.0,4.33,1.5,20.0,26.0,21.0,26.0,22.0,50,42,44,142,144,118.0,56.56707127295363,1
8.0,9.0,9.0,9.0,7.0,5.0,1.67,0.0,4.5,4.5,5.0,5.0,20.0,24.0,22.0,6.0,28.0,42,52,46,136,130,102.0,37.40273887332711,0
9.0,7.0,9.0,9.0,6.0,4.0,1.33,0.5,2.75,4.0,3.67,3.5,22.0,23.0,23.0,13.0,29.0,48,46,46,142,142,113.0,52.61048863990042,1
8.0,9.0,9.0,9.0,7.0,5.0,1.67,0.0,4.0,4.0,4.67,4.0,24.0,22.0,26.0,9.0,27.0,42,52,48,136,132,102.0,38.38313103018985,0
9.0,8.0,9.0,9.0,7.0,5.0,1.67,-0.5,4.25,5.0,3.67,4.0,19.0,24.0,21.0,10.0,26.0,42,50,46,134,130,101.0,35.88157485216309,0
7.0,8.0,9.0,9.0,6.0,5.0,1.67,-0.5,4.0,3.0,4.0,4.25,21.0,25.0,23.0,8.0,29.0,48,50,46,146,142,114.0,55.05757858699035,1
9.0,9.0,9.0,9.0,7.0,5.0,1.67,0.0,5.0,5.0,5.0,5.0,20.0,24.0,24.0,8.0,28.0,42,52,46,136,130,102.0,37.40273887332711,0
9.0,9.0,9.0,9.0,7.0,5.0,1.67,0.0,5.0,5.0,4.67,5.0,20.0,24.0,24.0,8.0,28.0,42,52,46,136,130,102.0,37.40273887332711,0
9.0,9.0,9.0,9.0,7.0,5.0,1.67,0.0,5.0,5.0,5.0,5.0,20.0,24.0,24.0,8.0,28.0,42,52,46,136,130,102.0,37.40273887332711,0
9.0,8.0,9.0,9.0,6.0,6.0,1.67,0.25,5.0,4.5,5.0,5.0,20.0,24.0,25.0,10.0,26.0,44,52,46,140,134,106.0,43.596327419856834,1
9.0,9.0,9.0,9.0,7.0,5.0,1.67,0.0,5.0,5.0,5.0,5.0,20.0,24.0,24.0,8.0,28.0,42,52,46,136,130,102.0,37.40273887332711,0
7.0,7.0,8.0,9.0,4.0,3.0,1.67,-0.75,3.5,3.0,2.67,3.75,22.0,22.0,21.0,12.0,25.0,48,44,46,140,142,113.0,51.68456271397448,1
9.0,9.0,9.0,9.0,7.0,5.0,1.67,0.0,5.0,5.0,5.0,5.0,20.0,24.0,24.0,8.0,28.0,42,52,46,136,130,102.0,37.40273887332711,0
9.0,9.0,9.0,9.0,7.0,5.0,1.67,0.0,4.5,4.5,5.0,4.75,19.0,24.0,24.0,8.0,28.0,42,52,46,136,130,102.0,37.40273887332711,0
8.0,9.0,9.0,9.0,7.0,4.0,1.67,-0.25,4.5,4.5,2.67,3.25,21.0,25.0,22.0,13.0,24.0,42,48,46,132,130,101.0,34.95564892623717,0
8.0,7.0,9.0,9.0,6.0,4.0,0.67,-0.5,3.75,3.5,4.0,3.25,23.0,24.0,23.0,13.0,23.0,48,46,46,142,142,114.0,53.205726735138505,1
8.0,9.0,9.0,9.0,6.0,5.0,1.67,0.0,3.75,4.5,3.67,4.0,21.0,24.0,22.0,12.0,27.0,44,48,46,136,134,105.0,41.14923747276689,1
8.0,8.0,9.0,9.0,7.0,3.0,1.0,0.25,3.0,4.0,4.0,3.75,18.0,23.0,23.0,10.0,27.0,38,48,46,124,122,94.0,23.163709928415813,0
7.0,9.0,9.0,9.0,6.0,5.0,0.0,-0.25,4.25,4.0,3.67,3.75,19.0,21.0,26.0,12.0,27.0,48,48,48,144,144,113.0,54.516806722689076,1
7.0,8.0,9.0,9.0,7.0,5.0,1.33,0.0,3.75,4.0,3.0,4.0,21.0,22.0,24.0,10.0,25.0,46,48,46,140,138,109.0,47.342826019296616,1
9.0,8.0,9.0,9.0,6.0,5.0,1.0,0.25,3.5,3.5,4.33,3.25,21.0,26.0,22.0,12.0,27.0,44,46,46,134,134,106.0,40.818549642079056,1
8.0,8.0,9.0,9.0,7.0,5.0,2.33,-0.75,4.25,4.5,3.33,4.5,18.0,23.0,23.0,12.0,28.0,42,50,46,134,130,101.0,35.88157485216309,0
3.0,4.0,3.0,5.0,3.0,1.0,1.33,0.0,1.5,2.0,-0.33,-0.5,18.0,20.0,13.0,25.0,27.0,46,36,46,128,138,108.0,41.192032368502964,1
6.0,3.0,9.0,9.0,4.0,2.0,0.0,1.0,3.25,2.0,3.33,4.0,24.0,21.0,19.0,11.0,25.0,46,44,46,136,138,109.0,45.49097416744476,1
6.0,3.0,7.0,9.0,2.0,3.0,1.33,0.0,2.0,3.5,1.33,2.5,16.0,22.0,21.0,16.0,20.0,46,38,46,130,138,108.0,42.11795829442888,1
8.0,9.0,9.0,9.0,7.0,4.0,1.0,0.5,4.5,4.0,4.33,3.75,20.0,23.0,22.0,12.0,26.0,42,50,46,134,130,102.0,36.47681294740118,0
9.0,9.0,9.0,9.0,7.0,5.0,1.33,-0.5,4.0,4.0,4.0,3.75,20.0,23.0,24.0,12.0,27.0,42,50,46,134,130,102.0,36.47681294740118,0
9.0,9.0,9.0,9.0,7.0,5.0,1.33,0.5,3.75,3.0,3.33,3.5,21.0,25.0,25.0,13.0,23.0,42,44,46,128,130,101.0,33.10379707438531,0
6.0,5.0,7.0,9.0,5.0,2.0,1.33,-1.25,3.5,2.5,3.0,3.5,20.0,21.0,23.0,15.0,26.0,50,42,46,142,146,117.0,56.95222533457829,1
7.0,7.0,8.0,9.0,5.0,3.0,-0.67,-0.5,3.25,4.5,2.67,3.5,21.0,22.0,19.0,14.0,22.0,48,46,46,142,142,113.0,52.61048863990042,1
4.0,5.0,7.0,9.0,3.0,1.0,-0.33,-1.0,2.25,1.5,3.0,1.5,13.0,21.0,20.0,21.0,24.0,44,38,46,126,134,105.0,36.51960784313726,0
5.0,7.0,9.0,8.0,4.0,4.0,2.0,-0.5,3.25,2.5,2.67,1.75,17.0,21.0,25.0,15.0,24.0,50,40,46,140,146,117.0,56.02629940865236,1
5.0,6.0,7.0,8.0,4.0,3.0,0.67,0.5,1.75,2.0,2.67,1.25,24.0,22.0,18.0,22.0,21.0,50,38,46,138,146,117.0,55.100373482726425,1
7.0,4.0,9.0,9.0,2.0,0.0,1.0,1.0,1.5,2.5,2.0,1.25,21.0,23.0,22.0,18.0,20.0,42,36,46,120,130,100.0,28.80485527544351,0
7.0,6.0,7.0,9.0,1.0,2.0,1.33,0.25,1.75,4.0,2.0,1.5,17.0,19.0,22.0,17.0,25.0,48,40,46,136,142,112.0,49.23747276688454,1
5.0,5.0,7.0,9.0,4.0,3.0,0.33,-0.5,2.0,2.5,2.0,2.25,19.0,23.0,21.0,18.0,23.0,48,36,46,132,142,112.0,47.38562091503268,1
9.0,9.0,7.0,4.0,9.0,7.0,5.0,4.5,4.75,5.0,5.0,5.0,30.0,33.0,35.0,29.0,28.0,48,60,42,156,138,116.0,58.916900093370685,1
4.0,3.0,7.0,9.0,3.0,2.0,0.0,-0.25,1.5,2.0,2.0,2.0,20.0,20.0,19.0,19.0,18.0,44,36,46,124,134,104.0,34.99844382197324,0
5.0,1.0,5.0,8.0,3.0,2.0,0.33,0.25,2.0,0.5,2.33,2.0,21.0,18.0,22.0,19.0,23.0,42,36,46,120,130,100.0,28.80485527544351,0
5.0,2.0,5.0,7.0,1.0,0.0,-0.33,-0.5,1.25,2.5,1.67,0.5,18.0,18.0,21.0,21.0,23.0,48,36,46,132,142,112.0,47.38562091503268,1
7.0,3.0,7.0,9.0,3.0,3.0,0.33,0.0,3.0,2.0,2.0,2.5,20.0,21.0,18.0,16.0,23.0,46,38,46,130,138,108.0,42.11795829442888,1
5.0,0.0,6.0,8.0,2.0,0.0,0.33,0.0,1.5,2.5,0.67,1.75,22.0,20.0,20.0,23.0,19.0,42,36,46,120,130,100.0,28.80485527544351,0
7.0,6.0,8.0,9.0,7.0,5.0,0.67,0.0,3.5,3.0,3.67,3.25,19.0,23.0,22.0,13.0,26.0,50,44,46,144,146,117.0,57.878151260504204,1
